skip	order_id	product_id	description	price	quantity	is_ready	outlay	outlayPacking
357	169	1	Фотобутафория Нг из китая	130	1	1	57	0
358	170	1	Набор единорог на крестины	100	1	1	34	0
359	171	1	Набор разноцвет Девичник	120	1	1	51	0
360	171	1	Набор Микки девичник красн	85	1	1	29,75	0
361	172	1	Набор фотобут золотой Девичник 14 шт укр яз	140	1	1	33,5	0
362	173	1	Набор Звездные войны	250	1	1	74	0
363	174	1	Набор Девичник черный брутал	120	1	1	42,5	0
364	175	1	Гирлянда Мери кошка	0	1	1	16,5	0
365	176	1	гирлянда единорог	130	1	1	36,6	0
366	177	1	Набор фотобутафрии  с ушками	80	1	1	16,25	0
367	177	1	Набор с Дельфинчиком	60	1	1	13,75	0
368	177	1	Таблички с текстом пин ап	80	1	1	34	0
369	178	1	Набор Свадебный со стрелками	75	1	1	11,25	0
370	178	1	Набор с ушками девичник	80	1	1	12,25	0
371	179	1	набор бело-розовый Девичник	120	1	1	48,5	0
372	180	1	Фотобутафория Микки	35	1	1	13,75	0
373	180	1	Колпачок Микки	20	1	1	4	0
374	180	1	Гирлянда 12 месяцев	90	1	1	8,5	0
375	180	1	Гирлянда текстовая	150	1	1	24,7	0
376	181	1	Гирлянда Егорчику бирюзовая	100	1	1	12,4	0
377	181	1	Фотобутафория разноцветная 10 шт	100	1	1	22,5	0
378	181	1	Конверт для первого локона	50	1	1	4,2	0
379	182	1	Гирлянда Микки С ДР Марк	160	1	1	28,5	0
380	182	1	Гирлянда Влад Микки	35	1	1	4,2	0
381	182	1	Гирлянда 12 месяцев Винни Пух	120	1	1	32,5	0
382	183	1	Гирлянда Что такое любовь?	115	1	1	20,5	0
383	183	1	гирлянды-сердечки 2 шт+ 2м в подарок	100	1	1	9	0
384	183	1	Таблички кр бордо белый 8 шт	100	1	1	16	0
385	183	1	усы и губки по 20 шт	120	1	1	5	0
386	184	1	Набор фотобутафории гендер пати 8 шт	85	1	1	18	0
387	185	1	Набор фотобутафории Виктория Сикрет	80	1	1	15	0
388	186	1	Таблички кр бордо 9 шт	115	1	1	20	0
389	186	1	гирлянды-сердечки крупные 80 грн х 3 шт	240	1	1	20	0
390	187	1	гирлянды-сердечки 4 шт	200	1	1	20	0
391	188	1	топперы 2стор 10 шт	80	1	1	5,25	0
392	188	1	Гирлянда с Тедди	90	1	1	12,6	0
393	189	1	набор черно-розовый девичник	150	1	1	49	0
394	190	1	Топперы с Тедди одностор 15 шт	75	1	1	5,75	0
395	190	1	Конверт для первого локона	50	1	1	4,2	0
396	191	1	Гирлянда-сердечки 4 м кр-беж-роз	60	1	1	20	0
397	192	1	Фотобутафория с сердечками и мороженкой	100	1	1	17,5	0
398	192	1	колпачки 5 ш	100	1	1	20	0
399	192	1	Гирлянда текстовая  розовая Алиса	150	1	1	20,6	0
400	192	1	гирлянда-звездочки роз-золотые 1 шт	60	1	1	8	0
401	193	1	топпер мишка с бантиком серо белый	20	1	1	0,45	0
402	193	1	топперы с текстом 6 шт	30	1	1	2	0
403	193	1	гирлянда-звезды 3 м	60	1	1	8	0
404	194	1	Набор облачка пин ап 10 шт Девичник	110	1	1	42,5	0
405	195	1	Конверт для первого локона фиолетов	50	1	1	4,2	0
406	196	1	Гирлянда Хелло китти выписка	150	1	1	24,6	0
407	196	1	Таблички с текстом 5 шт	60	1	1	20	0
408	197	1	Набор фотобутафории Фрида Кало	90	1	1	8	0
409	198	1	Гирлянда текстов спайдермен	100	1	1	12,5	0
410	198	1	маска на резинке	30	1	1	4	0
411	198	1	фотобутафория с цифрой	50	1	1	9,25	0
412	198	1	человек-паук топперы 4 шт	40	1	1	5	0
413	199	1	карта мародеров	100	1	1	2	0
414	199	1	письмо из хогвартса	25	1	1	3	0
415	199	1	Билет на поезд	10	1	1	0	0
416	200	1	Набор Микки девичник 12 шт	150	1	1	51	0
417	201	1	Набор фотобутафории 8 марта	100	1	1	26	0
418	201	1	Набор 8 марта	100	1	1	35,5	0
419	202	1	колпачки 3 шт	45	1	1	12	0
420	202	1	Гирлянда пончик	160	1	1	12,6	0
421	202	1	конверт для локона	50	1	1	4,3	0
422	202	1	фотобутафория пончик	100	1	1	29	0
423	203	1	письмо из хогвартса	30	1	1	0	0
424	203	1	Карта мародеров	100	1	1	5	0
425	203	1	Билет	15	1	1	4	0
426	204	1	конверт тедди	45	1	1	4,3	0
427	204	1	Гирлянда бирюза тедди	104	1	1	16,8	0
428	204	1	топперы с мишкой на длинной шпажке 6 шт	36	1	1	5,5	0
429	205	1	топперы с мишкой на длинной шпажке 6 шт	36	1	1	5,5	0
430	205	1	топперы на короткой 15 шт двустор	75	1	1	7,75	0
431	205	1	фотобутафория ДР селфи в бирюзе	75	1	1	16,25	0
432	206	1	Гирлянда с мишками беж	105	1	1	12,6	0
433	206	1	конверт мишка беж в голубом	45	1	1	4,5	0
434	207	1	Гирлянда джинс #Это моя ночь в один ряд!!!	105	1	1	12,6	0
435	207	1	приглашения трусики Девичник 9 шт  укр яз цветные	135	1	1	12	0
436	207	1	бирочки кольца на бокалы  9 шт	50	1	1	8	0
437	207	1	фотобутафория джинс 20 шт укр язык	100	1	1	45	0
438	208	1	Набор фотобут бирюза золото ДР	90	1	1	36	0
439	208	1	топпер тройной шарики 50 голубой	30	1	1	0,75	0
440	209	1	Гирлянда тиффани однотонная черн текст  Вовчику 1 годик	105	1	1	12,8	0
441	209	1	гирлянды-звезды тиффани-серый 3 шт	150	1	1	10	0
442	209	1	гирлянда-кружки тиффани-серый 1 шт	50	1	1	5	0
443	209	1	гирлянда-кружки желтый-серый 1 шт	50	1	1	5	0
444	209	1	Тассел тиффани-желтый 30 кисточек (2 гирлянды по 15)	90	1	1	70	0
445	209	1	Дерево пожеланий	120	1	1	4	0
446	209	1	Метрика в рамке	130	1	1	40	0
447	209	1	конверт для локона	45	1	1	4	0
448	209	1	топперы 5 шт	25	1	1	0,5	0
449	210	1	Гирлянда голубая с тедди	100	1	1	12,6	0
450	210	1	Топперы Мишки большие 7 шт	42	1	1	5,75	0
451	210	1	приглашения с мишками тедди 10 шт (5 грн)	50	1	1	20	0
452	210	1	гирлянда-звездочки бело-голубые	50	1	1	0,6	0
453	210	1	этикетки на батончики 15 шт (3 грн)	45	1	1	0	0
454	211	1	Фотобутафория девичник с ушками	70	1	1	16,25	0
455	211	1	гирлянда минни дівич вечір	80	1	1	16,5	0
456	212	1	гирлянда синяя с золотом Остапчику 1	105	1	1	12,5	0
457	212	1	звездочки синяя-золото 1 шт	50	1	1	5	0
458	213	1	гирлянда текст роз-черн	170	1	1	26	0
459	213	1	гирлянда фамилия	55	1	1	9	0
460	213	1	гирлянда кружки роз-черн-сереб под цвет гирлянды!!!	50	1	1	4	0
461	214	1	топпер в торт шарик	50	1	1	0,25	0
462	215	1	Набор фотобут бело-розов Девичник 2 шт	300	1	1	98	0
463	216	1	Гирлянда роз с золотом С ДР Машенька	170	1	1	21	0
464	216	1	гирлянды звездочки  1 шт роз-золото	50	1	1	6	0
465	216	1	гирлянды сердечки 1 шт роз-золото	50	1	1	6	0
466	217	1	Набор бело-розовый Девичник	150	1	1	49	0
467	217	1	Гирлянда-фамилия Шеремет	60	1	1	13	0
468	218	1	набор черно-розовый девичник	150	1	1	49	0
469	219	1	Набор бело-розовый Девичник	150	1	1	49	0
470	219	1	Гирлянда Дивич вечир роз мейсон	120	1	1	17	0
471	220	1	Набор фотобутафории Оскар	80	1	1	27,25	0
472	221	1	Набор фотобутафории ДР бирюза золото	90	1	1	36,5	0
473	222	1	Гирлянда-фамилия Забарило	70	1	1	9	0
474	223	1	Набор фотобутафории др черно-роз серебро	75	1	1	16,25	0
475	224	1	Набор бело-розовый девичник	150	1	1	49	0
476	224	1	гирлянда фамилия кахнич	60	1	1	8,8	0
477	225	1	Набор фотобутафории Шанель	80	1	1	18	0
478	225	1	Губки красные 10 шт	50	1	1	6,5	0
479	226	1	гирялнда ромашки 2 шт	140	1	1	0,6	0
480	226	1	Набор фотобутафории Ромашки свадьба	100	1	1	45	0
481	227	1	Гирлянда 12 месяцев единорожки	150	1	1	30,7	0
482	227	1	метрика с единорогом	150	1	1	49	0
483	227	1	конверт фиол с единорогом	45	1	1	4,3	0
484	228	1	гирлянда трусики	50	1	1	1	0
485	228	1	сертификат невесты в рамке	80	1	1	42	0
486	228	1	гирлянда фамилия Алексеенко	80	1	1	13	0
487	228	1	гирлянда Bride to be мейсон	104	1	1	17	0
488	229	1	гирлянда веддинг дей	100	1	1	12,8	0
489	229	1	бирочки кольца на бокалы  9 шт	45	1	1	4	0
490	229	1	гирлянда-кружки бел с серебром 2 шт	100	1	1	15	0
491	229	1	табличка брайд	35	1	1	5	0
492	230	1	Набор фотобутафории пин ап таблички Девичник	100	1	1	42,5	0
493	231	1	набор фотобутафории розово-белый Девичник	160	1	1	49	0
494	232	1	сертификат невесты в рамке	90	1	1	69	0
495	232	1	набор фотобутафории пинап Девичник таблички	100	1	1	42,5	0
496	232	1	Гирлянда фамилия Шулименко	80	1	1	17	0
497	233	1	набор фотобутафории розово-черный ДР	80	1	1	16	0
498	233	1	Набор фотобутафории покупной Дикий запад	65	1	1	36	0
499	233	1	Набор фотобутафории покупной Губы языки	65	1	1	36	0
500	234	1	сертификат невесты в рамочке	80	1	1	69	0
501	234	1	набор фотобутафории бело-розовый Девичник	150	1	1	49	0
502	234	1	гирлянда фамилия черно-золот парандий	75	1	1	9	0
503	234	1	Гирлянда Дивич вечир черно-золот	90	1	1	12,4	0
504	234	1	гирлянда тассел 10 шт	70	1	1	28	0
505	234	1	гирлянда-сердечки роз-черн	50	1	1	2	0
506	235	1	Этикетки-наклейки на сок 4 шт	40	1	1	4	0
507	236	1	этикетки наклейки на барни 4 шт	32	1	1	4	0
508	236	1	метрика в рамке	150	1	1	39	0
509	236	1	конверт для первого локона	45	1	1	4,3	0
510	236	1	коробочка для попкорна	10	1	1	4	0
511	236	1	колпачки 4 шт	60	1	1	16	0
512	236	1	топперы 6 шт	36	1	1	0	0
513	237	1	Набор фотобутафории бело-фиол Девичник	150	1	1	49	0
514	238	1	Топперы 4 шт круглых и 2 шт флажки	36	1	1	1	0
515	239	1	Набор фотобутафории бело-фиол Девичник	150	1	1	49	0
516	240	1	гирлянда веддинг дей	100	1	1	12,6	0
517	240	1	табличка брайд	35	1	1	4,5	0
518	241	1	Гирлянда Крещение Стеллы звезд	160	1	1	45	0
519	241	1	Фотобутафория со звезд	85	1	1	27,75	0
520	242	1	постер папа супергерой без рамки	80	1	1	4	0
521	242	1	гирлянда-звездочки черно-золотые	60	1	1	6	0
522	242	1	гирлянда текстовая С др черно-золотая	105	1	1	16,6	0
523	243	1	гирлянда фамилия Кочмар	55	1	1	8,8	0
524	243	1	гирлянда дивич веч мейсон чркая только!	130	1	1	17,5	0
525	243	1	гирлянда сердечки 1 шт розовіе оттенки	60	1	1	5	0
526	243	1	гирлянда-звездочки зол-бел-бордо 1 шт	60	1	1	9	0
527	243	1	гирлянда-звездочки роз-свет роз-белій 1 шт	60	1	1	0,8	0
528	243	1	ромашки розовые	80	1	1	0	0
529	243	1	гирлянда ромашки белая	80	1	1	24,4	0
530	243	1	набор фотобутафории бело-роз Девичник с изменениями и коронами	150	1	1	28	0
531	244	1	гирлянда синяя с серебром велком хом	90	1	1	12,7	0
532	245	1	Гирлянда фамилия Колодка бело-роз	80	1	1	4	0
533	245	1	набор фотобутафории бело-розовый Девичник	170	1	1	49	0
534	246	1	Карта мародеров	120	1	1	0	0
535	246	1	письмо из хогвартса	50	1	1	0	0
536	246	1	Билет на поезд	20	1	1	0	0
537	247	1	набор фотобутафории бело-роз Девичник	165	1	1	49	0
